2010-12-01 00:00:00	67.5116666666666667	6	EIRE
2010-12-01 00:00:00	25.7275000000000000	8	France
2010-12-01 00:00:00	26.1878571428571429	14	Germany
2010-12-01 00:00:00	214.9186363636363636	22	others
2010-12-01 00:00:00	25.8099632352941176	544	United Kingdom
2011-01-01 00:00:00	42.0800000000000000	3	EIRE
2011-01-01 00:00:00	44.8480000000000000	10	France
2011-01-01 00:00:00	29.3786666666666667	15	Germany
2011-01-01 00:00:00	123.2204545454545455	22	others
2011-01-01 00:00:00	29.9894801980198020	404	United Kingdom
2011-02-01 00:00:00	13.0062500000000000	8	EIRE
2011-02-01 00:00:00	18.0014285714285714	14	France
2011-02-01 00:00:00	37.2020000000000000	10	Germany
2011-02-01 00:00:00	87.7258333333333333	24	others
2011-02-01 00:00:00	30.7375615763546798	406	United Kingdom
2011-03-01 00:00:00	155.3023076923076923	13	EIRE
2011-03-01 00:00:00	73.2418750000000000	16	France
2011-03-01 00:00:00	30.6200000000000000	12	Germany
2011-03-01 00:00:00	65.1170000000000000	30	others
2011-03-01 00:00:00	30.2944122965641953	553	United Kingdom
2011-04-01 00:00:00	42.0411111111111111	9	EIRE
2011-04-01 00:00:00	-93.8850000000000000	10	France
2011-04-01 00:00:00	29.1546666666666667	15	Germany
2011-04-01 00:00:00	73.8958823529411765	17	others
2011-04-01 00:00:00	29.3511482254697286	479	United Kingdom
2011-05-01 00:00:00	47.9092307692307692	13	EIRE
2011-05-01 00:00:00	39.0763157894736842	19	France
2011-05-01 00:00:00	41.2822222222222222	18	Germany
2011-05-01 00:00:00	115.7418181818181818	22	others
2011-05-01 00:00:00	31.9617983193277311	595	United Kingdom
2011-06-01 00:00:00	96.3168750000000000	16	EIRE
2011-06-01 00:00:00	27.4906250000000000	16	France
2011-06-01 00:00:00	36.2615384615384615	13	Germany
2011-06-01 00:00:00	108.8938461538461538	39	others
2011-06-01 00:00:00	37.5282727272727273	550	United Kingdom
2011-07-01 00:00:00	99.8540000000000000	10	EIRE
2011-07-01 00:00:00	54.0612500000000000	8	France
2011-07-01 00:00:00	29.7547058823529412	17	Germany
2011-07-01 00:00:00	40.9275862068965517	29	others
2011-07-01 00:00:00	29.5654593639575972	566	United Kingdom
2011-08-01 00:00:00	-6.9512500000000000	8	EIRE
2011-08-01 00:00:00	35.4260000000000000	10	France
2011-08-01 00:00:00	58.3793333333333333	15	Germany
2011-08-01 00:00:00	132.8606451612903226	31	others
2011-08-01 00:00:00	26.3349325626204239	519	United Kingdom
2011-09-01 00:00:00	84.9900000000000000	27	EIRE
2011-09-01 00:00:00	36.8229166666666667	24	France
2011-09-01 00:00:00	33.6578571428571429	14	Germany
2011-09-01 00:00:00	92.6128571428571429	35	others
2011-09-01 00:00:00	34.0434661354581673	753	United Kingdom
2011-10-01 00:00:00	50.8461904761904762	21	EIRE
2011-10-01 00:00:00	49.6960000000000000	15	France
2011-10-01 00:00:00	37.0337500000000000	32	Germany
2011-10-01 00:00:00	90.1944444444444444	54	others
2011-10-01 00:00:00	32.3190658682634731	835	United Kingdom
2011-11-01 00:00:00	67.7805263157894737	19	EIRE
2011-11-01 00:00:00	35.7655000000000000	40	France
2011-11-01 00:00:00	28.4189655172413793	29	Germany
2011-11-01 00:00:00	47.0995833333333333	48	others
2011-11-01 00:00:00	33.4271379310344828	1160	United Kingdom
2011-12-01 00:00:00	38.0120000000000000	5	EIRE
2011-12-01 00:00:00	29.1488888888888889	9	France
2011-12-01 00:00:00	27.6681818181818182	11	Germany
2011-12-01 00:00:00	230.0392857142857143	14	others
2011-12-01 00:00:00	32.6158653846153846	312	United Kingdom
