2010-12-01	0	2	EIRE
2010-12-01	0	5	France
2010-12-01	0	12	Germany
2010-12-01	0	20	others
2010-12-01	0	424	United Kingdom
2010-12-01	1	1	EIRE
2010-12-01	1	2	France
2010-12-01	1	6	Germany
2010-12-01	1	7	others
2010-12-01	1	98	United Kingdom
2010-12-01	2	1	EIRE
2010-12-01	2	2	France
2010-12-01	2	3	Germany
2010-12-01	2	4	others
2010-12-01	2	103	United Kingdom
2010-12-01	3	2	EIRE
2010-12-01	3	3	France
2010-12-01	3	6	Germany
2010-12-01	3	5	others
2010-12-01	3	104	United Kingdom
2010-12-01	4	1	EIRE
2010-12-01	4	1	France
2010-12-01	4	5	Germany
2010-12-01	4	2	others
2010-12-01	4	100	United Kingdom
2010-12-01	5	2	EIRE
2010-12-01	5	4	France
2010-12-01	5	3	Germany
2010-12-01	5	4	others
2010-12-01	5	111	United Kingdom
2010-12-01	6	1	EIRE
2010-12-01	6	3	France
2010-12-01	6	4	Germany
2010-12-01	6	2	others
2010-12-01	6	109	United Kingdom
2010-12-01	7	2	EIRE
2010-12-01	7	3	Germany
2010-12-01	7	5	others
2010-12-01	7	112	United Kingdom
2010-12-01	8	1	EIRE
2010-12-01	8	2	France
2010-12-01	8	2	Germany
2010-12-01	8	4	others
2010-12-01	8	118	United Kingdom
2010-12-01	9	1	EIRE
2010-12-01	9	4	France
2010-12-01	9	1	Germany
2010-12-01	9	3	others
2010-12-01	9	121	United Kingdom
2010-12-01	10	1	EIRE
2010-12-01	10	2	France
2010-12-01	10	7	Germany
2010-12-01	10	7	others
2010-12-01	10	116	United Kingdom
2010-12-01	11	1	EIRE
2010-12-01	11	3	France
2010-12-01	11	4	Germany
2010-12-01	11	6	others
2010-12-01	11	166	United Kingdom
2010-12-01	12	1	EIRE
2010-12-01	12	2	France
2010-12-01	12	2	Germany
2010-12-01	12	5	others
2010-12-01	12	82	United Kingdom
2011-01-01	0	6	France
2011-01-01	0	7	Germany
2011-01-01	0	11	others
2011-01-01	0	247	United Kingdom
2011-01-01	1	2	others
2011-01-01	1	42	United Kingdom
2011-01-01	2	2	France
2011-01-01	2	2	Germany
2011-01-01	2	2	others
2011-01-01	2	54	United Kingdom
2011-01-01	3	2	France
2011-01-01	3	1	Germany
2011-01-01	3	1	others
2011-01-01	3	43	United Kingdom
2011-01-01	4	1	France
2011-01-01	4	2	Germany
2011-01-01	4	2	others
2011-01-01	4	58	United Kingdom
2011-01-01	5	1	France
2011-01-01	5	2	Germany
2011-01-01	5	4	others
2011-01-01	5	53	United Kingdom
2011-01-01	6	3	France
2011-01-01	6	4	Germany
2011-01-01	6	2	others
2011-01-01	6	40	United Kingdom
2011-01-01	7	1	France
2011-01-01	7	1	Germany
2011-01-01	7	1	others
2011-01-01	7	51	United Kingdom
2011-01-01	8	2	France
2011-01-01	8	1	others
2011-01-01	8	63	United Kingdom
2011-01-01	9	1	France
2011-01-01	9	2	Germany
2011-01-01	9	3	others
2011-01-01	9	59	United Kingdom
2011-01-01	10	2	France
2011-01-01	10	5	Germany
2011-01-01	10	5	others
2011-01-01	10	70	United Kingdom
2011-01-01	11	1	France
2011-01-01	11	1	Germany
2011-01-01	11	29	United Kingdom
2011-02-01	0	1	EIRE
2011-02-01	0	11	France
2011-02-01	0	6	Germany
2011-02-01	0	16	others
2011-02-01	0	208	United Kingdom
2011-02-01	1	1	EIRE
2011-02-01	1	3	France
2011-02-01	1	1	others
2011-02-01	1	28	United Kingdom
2011-02-01	2	1	EIRE
2011-02-01	2	2	France
2011-02-01	2	2	Germany
2011-02-01	2	2	others
2011-02-01	2	32	United Kingdom
2011-02-01	3	1	EIRE
2011-02-01	3	3	France
2011-02-01	3	3	Germany
2011-02-01	3	2	others
2011-02-01	3	43	United Kingdom
2011-02-01	4	1	EIRE
2011-02-01	4	5	France
2011-02-01	4	2	Germany
2011-02-01	4	1	others
2011-02-01	4	38	United Kingdom
2011-02-01	5	1	EIRE
2011-02-01	5	1	France
2011-02-01	5	1	Germany
2011-02-01	5	4	others
2011-02-01	5	39	United Kingdom
